Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
RWB2_TMDL_2011,206NAP090,2011,8/25/2011,1,206NAP09040780,,NA,NA,,,,206NAP090_8/25/2011_RWQCB2,0.96,206NAP090_25-Aug-11_1,0.739505499898084,NA,NA,52,NA,NA,,,7.45,7.68,566,19.3,66.7,5.4
RWB2_TMDL_2012,206NAP090,2012,9/11/2012,1,206NAP09041163,,NA,NA,,,,206NAP090_9/11/2012_RWQCB2,1.05,NA,,,,NA,NA,NA,,260,7.11,7.82,587,16.6,61.9,1.31
RWB2_TMDL_2012,206NAP135,2012,9/4/2012,1,206NAP13541156,,NA,NA,,,,206NAP135_9/4/2012_RWQCB2,0.99,NA,,,,NA,NA,NA,,260,5.43,7.5,494,18,64.4,2.15
RWB2_TMDL_2011,206NAP140,2011,8/24/2011,1,206NAP14040779,,NA,NA,,,,206NAP140_8/24/2011_RWQCB2,0.86,206NAP140_24-Aug-11_1,0.570435157541435,NA,NA,40,NA,NA,,,6,7.06,380,19.1,66.4,0.9
RWB2_TMDL_2012,206NAP140,2012,8/14/2012,1,206NAP14041135,,NA,NA,,,,206NAP140_8/14/2012_RWQCB2,0.87,NA,,,,NA,NA,NA,,240,5.5,7.24,454,20,68.1,1.18
BASMAA_Historic_ICARE,206NAP150,2002,5/11/2002,1,,,BMI_CSBP_Trans,206NAP150_37387_BMI_CSBP_Transects1,0.583461,,,NA,,NA,,,,NA,NA,NA,,NA,8.42,NA,NA,16.3,NA,NA
RWB2_TMDL_2011,206NAP150,2011,8/29/2011,1,206NAP15040784,,NA,NA,,,,206NAP150_8/29/2011_RWQCB2,0.82,206NAP150_29-Aug-11_1,0.656420477872751,NA,NA,44,NA,NA,,,7.24,7.47,268,21.1,69.9,0.4
RWB2_NapaRiv_BA_2021,206NAP150,2021,5/24/2021,1,,1/0/1900,BMI_RWB,206NAP150_2021_T_ABA_1293_BMI_RWB_1,0.359483031702933,,,206NAP150_5/24/2021_ICARE,1.09,206NAP150_5/24/2021_1,0.63492535684764,NA,NA,,,,,,5.69,7.38,384.2,18.2,64.8,
RWB2_TMDL_2011,206NAP200,2011,8/31/2011,1,206NAP20040786,,NA,NA,,,,206NAP200_8/31/2011_RWQCB2,0.93,206NAP200_31-Aug-11_1,0.411835148908495,NA,NA,40,NA,NA,,,6.59,7.42,344,19.2,66.6,2
RWB2_TMDL_2012,206NAP200,2012,8/27/2012,1,206NAP20041148,,NA,NA,,,,206NAP200_8/27/2012_RWQCB2,0.96,NA,,,,NA,NA,NA,,180,4.24,7.47,457,15.7,60.3,1.64
BASMAA_Historic_ICARE,206NAP300,2004,4/27/2004,1,,,BMI_CSBP_Trans,206NAP300_38104_BMI_CSBP_Transects1,0.793932,,,NA,,NA,,,,NA,NA,NA,,NA,10.8,NA,NA,18.8,NA,NA
BASMAA_Historic_ICARE,206NAP490,2000,5/1/2000,1,,,BMI_CSBP_Trans,206NAP490_36647_BMI_CSBP_Transects1,0.784577,,,NA,,NA,,,,NA,NA,NA,,NA,8.55,NA,NA,15.8,NA,NA
BASMAA_Historic_ICARE,206NAP490,2002,4/16/2002,1,,,BMI_CSBP_Trans,206NAP490_37362_BMI_CSBP_Transects1,0.766571,,,NA,,NA,,,,NA,NA,NA,,NA,10.74,NA,NA,13.3,NA,NA
BASMAA_Historic_ICARE,206NAP500,2003,4/23/2003,1,,,BMI_CSBP_Trans,206NAP500_37734_BMI_CSBP_Transects1,0.522038,,,NA,,NA,,,,NA,NA,NA,,NA,10.11,NA,NA,14.4,NA,NA
BASMAA_Historic_ICARE,206NAP550,2001,4/20/2001,1,,,BMI_CSBP_Trans,206NAP550_37001_BMI_CSBP_Transects1,0.599178,,,NA,,NA,,,,NA,NA,NA,,NA,7.26,NA,NA,12.4,NA,NA
BASMAA_Historic_ICARE,206NAP685,2002,4/23/2002,1,,,BMI_CSBP_Trans,206NAP685_37369_BMI_CSBP_Transects1,0.485103,,,NA,,NA,,,,NA,NA,NA,,NA,8.2,NA,NA,17.3,NA,NA
BASMAA_Historic_ICARE,206NAP689,2003,5/8/2003,1,,,BMI_CSBP_Trans,206NAP689_37749_BMI_CSBP_Transects1,0.456922,,,NA,,NA,,,,NA,NA,NA,,NA,9.87,NA,NA,15.7,NA,NA
BASMAA_Historic_ICARE,206NAP690,2004,4/22/2004,1,,,BMI_CSBP_Trans,206NAP690_38099_BMI_CSBP_Transects1,0.499684,,,NA,,NA,,,,NA,NA,NA,,NA,8.8,NA,NA,19.1,NA,NA
RWB2_Ref_NP_2012,206NAP700,2012,6/21/2012,1,206NAP70041081,1/0/1900,BMI_RWB,206NAP700_6/21/2012_BMI_RWB_RWB2_Ref_NP_2012_R1,0.902337,84.3,61.05,206NAP700_6/21/2012,1.17,206NAP700_21-Jun-12_1,1.23139398861294,1.26355185134267,1.26241212957383,82,88,93,,260,9.27,8.19,452,15.4,59.7,0.4
BASMAA_Historic_ICARE,206NAP850,2006,4/29/2006,1,,,BMI_CSBP_Trans,206NAP850_38836_BMI_CSBP_Transects1,0.609478,,,NA,,NA,,,,NA,NA,NA,,NA,9.33,NA,NA,11.5,NA,NA
BASMAA_Historic_SEC,206NAT035,2000,6/28/2000,1,,,BMI_CSBP_Trans,206SON050_36705_BMI_CSBP_Transects1,0.57111,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206NAT035,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON050_37389_BMI_CSBP_Transects1,0.570149,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206NAT035,2006,1/10/2006,1,,,BMI_RWB,206NAT035_38727_BMI_Reach-WideBenthos1,0.660617,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_TMDL_2011,206NAT035,2011,9/12/2011,1,206SON05040798,,NA,NA,,,,206NAT035_9/12/2011_RWQCB2,0.92,NA,,,,22,NA,NA,,,7.84,7.67,448,18.6,65.5,-4.5
RWB2_TMDL_2012,206NAT035,2012,8/29/2012,1,206SON05041150,,NA,NA,,,,206NAT035_8/29/2012_RWQCB2,0.88,NA,,,,NA,NA,NA,,260,6.18,7.83,488,17.3,63.2,1.19
BASMAA_Historic_MCSTOPPP,206NOV030,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV030_36996_BMI_CSBP_Transects1,0.326187,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV030,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV030_38092_BMI_CSBP_Transects1,0.259527,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV030,2005,4/15/2005,1,,,BMI_TRC,206NOV030_38457_BMI_TargetedRiffleComposite1,0.26578,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV050,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV050_36996_BMI_CSBP_Transects1,0.606406,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV050,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV050_38092_BMI_CSBP_Transects1,0.555376,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV050,2005,4/15/2005,1,,,BMI_TRC,206NOV050_38457_BMI_TargetedRiffleComposite1,0.388527,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV060,2005,4/15/2005,1,,,BMI_TRC,206NOV060_38457_BMI_TargetedRiffleComposite1,0.296037,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV070,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV070_38092_BMI_CSBP_Transects1,0.227428,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV070,2005,4/15/2005,1,,,BMI_TRC,206NOV070_38457_BMI_TargetedRiffleComposite1,0.251249,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV070,2009,5/8/2009,1,,,BMI_TRC,206NOV070_39941_BMI_TargetedRiffleComposite1,0.211379,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV080,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV080_38092_BMI_CSBP_Transects1,0.987837,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV080,2005,4/15/2005,1,,,BMI_TRC,206NOV080_38457_BMI_TargetedRiffleComposite1,0.652028,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206NOV080,2009,3/20/2009,1,,,BMI_TRC,206NOV080_3/20/2009_BMI_TRC_IBIRCMSE_R1,1.075961,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV120,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV120_36631_BMI_CSBP_Transects1,0.377901,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV120,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV120_36996_BMI_CSBP_Transects1,0.317973,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV130,2006,4/1/2006,1,,,BMI_TRC,206NOV130_38808_BMI_TargetedRiffleComposite1,0.352508,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV140,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV140_36631_BMI_CSBP_Transects1,0.534368,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV140,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV140_36996_BMI_CSBP_Transects1,0.428605,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV140,2002,4/15/2002,1,,,BMI_CSBP_Trans,206NOV140_37361_BMI_CSBP_Transects1,0.35516,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV140,2006,4/1/2006,1,,,BMI_TRC,206NOV140_38808_BMI_TargetedRiffleComposite1,0.319376,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV140,2009,5/8/2009,1,,,BMI_TRC,206NOV140_39941_BMI_TargetedRiffleComposite1,0.254879,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV160,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV160_36631_BMI_CSBP_Transects1,0.591881,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV160,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV160_36996_BMI_CSBP_Transects1,0.598635,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV160,2006,4/1/2006,1,,,BMI_TRC,206NOV160_38808_BMI_TargetedRiffleComposite1,0.532563,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV160,2007,6/22/2007,1,,,BMI_TRC,206NOV160_39255_BMI_TargetedRiffleComposite1,0.373388,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV170,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV170_36631_BMI_CSBP_Transects1,0.709341,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV178,2007,6/11/2007,1,,,BMI_TRC,206NOV178_39244_BMI_TargetedRiffleComposite1,0.602168,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV180,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV180_36631_BMI_CSBP_Transects1,0.810125,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV180,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV180_38092_BMI_CSBP_Transects1,0.643304,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV180,2005,4/15/2005,1,,,BMI_TRC,206NOV180_38457_BMI_TargetedRiffleComposite1,0.39324,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV190,2007,6/15/2007,1,,,BMI_TRC,206NOV190_39248_BMI_TargetedRiffleComposite1,0.410061,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV195_36631_BMI_CSBP_Transects1,0.867499,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV195_36996_BMI_CSBP_Transects1,0.880524,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2002,4/15/2002,1,,,BMI_CSBP_Trans,206NOV195_37361_BMI_CSBP_Transects1,0.619245,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2004,4/15/2004,1,,,BMI_CSBP_Trans,206NOV195_38092_BMI_CSBP_Transects1,0.751585,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2005,4/15/2005,1,,,BMI_TRC,206NOV195_38457_BMI_TargetedRiffleComposite1,0.548332,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV195,2007,6/16/2007,1,,,BMI_TRC,206NOV195_39249_BMI_TargetedRiffleComposite1,0.542854,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV210,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV210_36631_BMI_CSBP_Transects1,0.63987,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV210,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV210_36996_BMI_CSBP_Transects1,0.626517,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV240,2000,4/15/2000,1,,,BMI_CSBP_Trans,206NOV240_36631_BMI_CSBP_Transects1,0.739142,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV240,2001,4/15/2001,1,,,BMI_CSBP_Trans,206NOV240_36996_BMI_CSBP_Transects1,0.752775,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206NOV240,2007,6/8/2007,1,,,BMI_TRC,206NOV240_39241_BMI_TargetedRiffleComposite1,0.643306,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206NOV240,2009,3/20/2009,1,,,BMI_TRC,206NOV240_3/20/2009_BMI_TRC_IBIRCMSE_R1,0.776929,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206NSH500,2002,4/17/2002,1,,,BMI_CSBP_Trans,206NSH500_37363_BMI_CSBP_Transects1,0.943504,,,NA,,NA,,,,NA,NA,NA,,NA,10.27,NA,NA,10.6,NA,NA
SWB_BA_FieldRepeat,206NVCPNP,2004,9/28/2004,1,206NVCPNP38258,1/0/1900,BMI_TRC,206NVCPNP_9/28/2004_BMI_TRC_1,0.25819004,23.33333333,23.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr3,206PET010,2003,4/1/2003,1,206PET01037712,1/0/1900,BMI_CSBP_Trans,206PET010_4/1/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.541934,47.66666667,22,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,NR,NR,NR,6.32
RWB2_WadeableStreams_2016,206PET010,2016,5/2/2016,1,206PET01042492,1/0/1900,BMI_RWB,206PET01042492BMI_RWB1,0.583296,22,19.25,206PET010_5/2/2016,0.95,206PET010_2-May-16_1,0.717570968252481,0.87735296292788,0.513727042953467,28,29,47,,,6.29,7.48,633.9,15.7,60.2,2.8
RWB2_Status_Yr3,206PET060,2003,4/1/2003,1,206PET06037712,1/0/1900,BMI_CSBP_Trans,206PET060_4/1/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.380061,19,12,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,206PET060,2016,5/4/2016,1,206PET06042494,1/0/1900,BMI_RWB,206PET06042494BMI_RWB1,0.43799,16.85,21.6,206PET060_5/4/2016,0.95,206PET060_4-May-16_1,0.582822558859923,0.827309609750365,0.409778050014319,24,26,28,,,8.34,7.89,646.5,14.9,58.8,5.77
RWB2_Status_Yr3,206PET070,2003,4/2/2003,1,206PET07037713,1/0/1900,BMI_CSBP_Trans,206PET070_4/2/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.553911,42,28.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,206PET070,2016,5/3/2016,1,206PET07042493,1/0/1900,BMI_RWB,206PET07042493BMI_RWB1,0.489768,20.5,23.35,206PET070_5/3/2016,1.03,206PET070_3-May-16_1,0.57404585698079,0.992560338966317,0.497888265271453,50,58,68,,,8.67,7.89,660.9,13.8,56.9,3.43
RWB2_Status_Yr3,206PET090,2003,4/3/2003,1,206PET09037714,1/0/1900,BMI_CSBP_Trans,206PET090_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.443069,21.33333333,15,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,206PET090,2016,4/28/2016,1,206PET09042488,1/0/1900,BMI_RWB,206PET09042488BMI_RWB1,0.334768,25.6,15.5,206PET090_4/28/2016,0.76,206PET090_28-Apr-16_1,0.660180135108299,1.07314072324993,0.466131009040991,28,36,55,,,11.03,8.38,929,15,59.1,6.28
RWB2_Status_Yr3,206PET130,2003,4/3/2003,1,206PET13037714,1/0/1900,BMI_CSBP_Trans,206PET130_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.966924,56.66666667,43,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,297,8.59,47.462,2.66
RWB2_WadeableStreams_2016,206PET130,2016,4/26/2016,1,206PET13042486,1/0/1900,BMI_RWB,206PET13042486BMI_RWB1,1.010052,81.85,63.9,206PET130_4/26/2016,1.05,206PET130_26-Apr-16_1,0.722416455051029,0.848334779752748,0.708252110497674,72,54,25,,,10.57,7.98,373,12.3,54.1,1.07
RWB2_Status_Yr3,206PET150,2003,4/3/2003,1,206PET15037714,1/0/1900,BMI_CSBP_Trans,206PET150_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.871297,53,43,NA,,NA,,,,NA,NA,NA,,NR,NR,NR,284,8.33,46.994,2.61
RWB2_WadeableStreams_2016,206PET215,2016,5/5/2016,1,206PET21542495,1/0/1900,BMI_RWB,206PET21542495BMI_RWB1,0.365342,6.15,5.85,206PET215_5/5/2016_RWQCB2,0.84,206PET215_5-May-16_1,0.618131745957052,0.840579901698122,0.405784273542785,20,28,35,,,8.76,7.93,794.5,16.9,62.4,13.2
RWB2_Status_Yr3,206PET220,2003,4/2/2003,1,206PET22037713,1/0/1900,BMI_CSBP_Trans,206PET220_4/2/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.235492,3.666666667,5.333333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr3,206PET265,2003,4/2/2003,1,206PET26537713,1/0/1900,BMI_CSBP_Trans,206PET265_4/2/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.196322,16,13,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,206PET265,2016,5/9/2016,1,206PET26542499,1/0/1900,BMI_RWB,206PET265_2016_21992_BMI_RWB_1,0.503624807634467,9.2,10.75,206PET265_5/9/2016,0.86,206PET265_9-May-16_1,0.40957706183346,0.840796457203815,0.318649842993325,36,35,23,,,6.46,7.49,720.4,14.8,58.6,7.29
RWB2_WadeableStreams_2016,206PET265,2016,5/9/2016,2,,,BMI_RWB,206PET26542499BMI_RWB2,0.508081,,,206PET265_5/9/2016_RWQCB2,0.86,206PET265_9-May-16_2,0.553349252552272,0.860631323319028,0.463374601566105,,,,,,6.46,7.49,720.4,14.8,58.6,7.29
RWB2_Status_Yr3,206PET280,2003,4/2/2003,1,206PET28037713,1/0/1900,BMI_CSBP_Trans,206PET280_4/2/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.576394,31.33333333,23.66666667,NA,,NA,,,,NA,NA,NA,,NR,NR,7.11,544,20,68,2.5
RWB2_Status_Yr3,206PET310,2003,4/3/2003,1,206PET31037714,1/0/1900,BMI_CSBP_Trans,206PET310_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.428632,12.33333333,11.66666667,NA,,NA,,,,NA,NA,NA,,NR,NR,7.46,1189,21.44,70.592,2.6
RWB2_Status_Yr3,206PET350,2003,4/3/2003,1,206PET35037714,1/0/1900,BMI_CSBP_Trans,206PET350_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.299343,8,7.666666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_WadeableStreams_2016,206PET355,2016,5/12/2016,1,206PET35542502,1/0/1900,BMI_RWB,206PET35542502BMI_RWB1,0.310203,3.9,4,206PET355_5/12/2016_RWQCB2,0.78,206PET355_12-May-16_1,0.542040351355874,0.912126384129968,0.431505892227464,22,30,50,,,4.57,7.55,837.6,14.3,57.7,2.61
RWB2_Status_Yr3,206PET360,2003,4/2/2003,1,206PET36037713,1/0/1900,BMI_CSBP_Trans,206PET360_4/2/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.29107,6.333333333,6.333333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr3,206PET400,2003,4/3/2003,1,206PET40037714,1/0/1900,BMI_CSBP_Trans,206PET400_4/3/2003_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.350154,25.33333333,12.33333333,NA,,NA,,,,NA,NA,NA,,NR,NR,7.3,709,19.65,67.37,2.3
RWB2_WadeableStreams_2016,206PET400,2016,5/10/2016,1,206PET40042500,1/0/1900,BMI_RWB,206PET40042500BMI_RWB1,0.470257,5,12.35,206PET400_5/10/2016,0.85,206PET400_10-May-16_1,0.495441477966705,0.989292073575554,0.450774205916731,22,38,60,,,5.77,7.67,738.4,13.7,56.6,3.1
BASMAA_Historic_ICARE,206PIC005,2001,4/20/2001,1,,,BMI_CSBP_Trans,206PIC005_37001_BMI_CSBP_Transects1,0.674404,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206PIC205,2000,4/28/2000,1,,,BMI_CSBP_Trans,206PIC205_36644_BMI_CSBP_Transects1,0.866553,,,NA,,NA,,,,NA,NA,NA,,NA,7.44,NA,NA,13.2,NA,NA
BASMAA_Historic_ICARE,206PIC350,2006,4/30/2006,1,,,BMI_CSBP_Trans,206PIC350_38837_BMI_CSBP_Transects1,0.785183,,,NA,,NA,,,,NA,NA,NA,,NA,10.83,NA,NA,15,NA,NA
BASMAA_Historic_ICARE,206PIC400,2003,4/30/2003,1,,,BMI_CSBP_Trans,206PIC400_37741_BMI_CSBP_Transects1,0.71563,,,NA,,NA,,,,NA,NA,NA,,NA,10.31,NA,NA,12.6,NA,NA
BASMAA_Historic_ICARE,206PIC550,2004,4/20/2004,1,,,BMI_CSBP_Trans,206PIC550_38097_BMI_CSBP_Transects1,0.615333,,,NA,,NA,,,,NA,NA,NA,,NA,9.42,NA,NA,12.6,NA,NA
RWB2_Status_Yr3,206PICARR,2004,5/4/2004,1,206PICARR38111,1/0/1900,BMI_CSBP_Trans,206PICARR_5/4/2004_BMI_CSBP_Trans_RWB2_Status_Yr3_R1,0.752637,79.33333333,58.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_RMC_2013,206PIN610,2013,6/3/2013,1,206PIN61041428,1/0/1900,BMI_RWB,206PIN610_2013_20769_BMI_RWB_1,0.589922761365385,31.4,33.2,206PIN610_6/3/2013_RWQCB2,0.91,206PIN610_3-Jun-13_1,0.740009209156421,0.30803517362466,0.526668470546127,32,28,38,,280,7.29,7.79,1112,15.4,59.8,4.58
RWB2_RMC_2013,206PIN825,2013,5/22/2013,1,206PIN82541416,1/0/1900,BMI_RWB,206PIN825_2013_20764_BMI_RWB_1,0.494715138622336,32.8,38.15,206PIN825_5/22/2013_RWQCB2,0.63,206PIN825_22-May-13_1,0.970379101403882,0.794304819139939,0.775326017625405,16,29,53,,320,6.21,7.45,1407,11.9,53.4,9.43
BASMAA_Historic_CCCWP,206PNL010,2002,4/30/2002,1,,,BMI_CSBP_Trans,206PNL010_37376_BMI_CSBP_Transects1,0.478187,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206PNL010,2003,4/23/2003,1,,,BMI_CSBP_Trans,206PNL010_37734_BMI_CSBP_Transects1,0.42875,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
